Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
6224,04-10-10-034,10/9/03,37,Cheever Place,Bn,COB,Door; 24 Oct 03: windows; 3 Nov 03: restoration work; 9 Feb 04: windows,1,0
6225,04-10-10-035,10/9/03,27,Cheever Place,Bn,COB,"Windows, tiki torches",1,1
6226,04-10-10-036,10/7/03,53,West 72nd Street,Mn,UWS,AC unit at West 72nd Street façade,1,1
6227,04-10-10-037,10/7/03,110,Lafayette Avenue,Bn,FG,Door,1,1
6228,04-10-14-038,10/14/03,37-39,78th Street,Qn,JH,Work,1,1
6229,04-10-15-039,10/15/03,230,DeKalb Avenue,Bn,FG,"Construction, brackets installed",1,0
6230,04-10-15-040,10/14/03,172,West 79th Street,Mn,UWS,Windows; 17 Dec 03: vents & holes at East façade,1,0
6231,04-10-15-041,10/14/03,41,West 88th Street,Mn,UWS,Disrepair,1,0
6232,04-10-15-042,10/14/03,45,West 88th Street,Mn,UWS,Disrepair,1,0
6233,04-10-15-043,10/14/03,107,Gates Avenue,Bn,CLIN,"Sidewalk work, including bluestone removed; 27 Oct 03: concrete block wall collapsing",1,1
6234,04-10-15-044,10/14/03,108,St. James Place,Bn,CLIN,Façade work,1,1
6235,04-10-15-045,10/14/03,137,St. James Place,Bn,CLIN,"Façade work; 27 Oct 03: repaving, preparing to do façade work; 30 Oct 03: bluestone removed",1,1
6236,04-10-15-046,10/14/03,178,St. James Place,Bn,CLIN,"Façade work; 29 Oct 03: paving, stoop work; 30 Oct 03: paint, metal work",1,1
6237,04-10-15-047,10/14/03,170,St. James Place,Bn,CLIN,Façade work,1,0
6238,04-10-15-048,10/14/03,125,St. James Place,Bn,CLIN,Bluestone removed from sidewalk,1,0
6239,04-10-15-049,10/14/03,47,East 91st Street,Mn,CARE,BFC sign at roof,1,0
6240,04-10-15-050,10/14/03,43,Murray Street,Mn,TRSE,"Painted, changed awnings, hung banners",1,1
6241,04-10-15-051,10/15/03,235,Columbus Avenue,Mn,UWS,Shopfront noncompliance; 23 Jan 04: awning,1,1
6242,04-10-15-052,10/15/03,46,Cheever Place,Bn,COB,Entrance alterations,1,1
6243,04-10-15-053,10/10/03,593,Park Avenue,Mn,UES,Painting at church roof,1,0
6244,04-10-15-054,9/29/03,7,South Elliott Place,Bn,FG,Deck at rear,1,0
6245,04-10-15-055,9/30/03,10,Strong Place,Bn,COB,"Minor repair, painting, pointing",1,0
6246,04-10-16-056,10/16/03,11,Cranberry Street,Bn,BH,"Fence replacement, visible from Middagh Street",1,0
6247,04-10-16-057,10/16/03,66,West 12th Street,Mn,GV,Sign,1,0
6248,04-10-17-058,10/17/03,236,Sterling Street,Bn,PLG,Fence,1,1
6249,04-10-17-059,10/17/03,247,Sterling Street,Bn,PLG,Gate/grilles,1,1
6250,04-10-17-060,10/16/03,17,Leonard Street,Mn,TRIW,Wall sign,1,0
6251,04-10-22-061,10/20/03,61,West 86th Street,Mn,UWS,Roof antennas noncompliant,1,1
6252,04-10-22-062,10/20/03,169,West 80th Street,Mn,UWS,Lefthand column removed from stoop,1,1
6253,04-10-22-063,10/20/03,17,Greenwich Avenue,Mn,GV,"Illuminated signage, projecting signage; 19 Nov 03: awning",1,1
6254,04-10-22-064,10/21/03,82,Rutland Road,Bn,PLG,"Stoop shifting, sidewalk in disrepair",1,1
6255,04-10-22-065,10/21/03,359,Broadway,Mn,IL,"Hooks in sidewall, wall sign installed; 12 Jan 04: disrepair",1,1
6256,04-10-22-066,10/21/03,64,West 10th Street,Mn,GV,Façade patched with cement,1,1
6257,04-10-22-067,10/22/03,7,West 82nd Street,Mn,UWS,"Iron-work, possibly painting",1,1
6258,04-10-22-068,10/22/03,259,West 4th Street,Mn,GV,Shopfront alterations,1,1
6259,04-10-22-069,10/22/03,611,Hudson Street,Mn,GV,Thai Restaurant painted green,1,1
6260,04-10-22-070,10/22/03,154,Montague Street,Bn,BH,"Awning; 12 Dec 03: painting, signage",1,1
6261,04-10-22-071,10/22/03,27,Grove Street,Mn,GV,Entrance overhang removed,1,0
6262,04-10-22-072,10/22/03,[300],9th Avenue,Mn,IL,Trailor at rear yard of Church of the Holy Apostle,1,0
6263,04-10-22-073,10/22/03,[31],West 71st Street,Mn,UWS,Comfort Inn signage,1,0
6264,04-10-27-074,10/23/03,1466,Broadway,Mn,IL,Fabric advertising banner; 12 Feb 04: façade work,1,1
6265,04-10-27-075,10/23/03,210,St. James Place,Bn,CLIN,"Neglected builidng, disrepair",1,0
6266,04-10-27-076,10/23/03,37-50,86th Street,Qn,JH,Camera,1,1
6267,04-10-27-077,10/23/03,28,East 18th Street,Mn,LM,"Mosaic tiles at entrance surround, shopfront painted, tiles installed at steps",1,1
6268,04-10-27-078,10/23/03,349,6th Avenue,Mn,GV,Windows,1,1
6269,04-10-27-079,10/23/03,71,East 77th Street,Mn,UES,Air conditoners at windows,1,0
6270,04-10-27-080,10/24/03,831,Manhattan Avenue,Bn,GP,"""Travel"" neon signage at roof",1,1
6271,04-10-27-081,10/24/03,89 - 91,Christopher Street,Mn,GV,"Cornice & lintels painted yellow; 27 Apr 04: drilling, hammering & deck at roof of 89",1,1
6272,04-10-27-082,10/24/03,84,Christopher Street,Mn,GV,Woodwork painted yellow,1,0
6273,04-10-27-083,10/24/03,22,Mount Morris Park West,Mn,MMP,Windows,1,0
6274,04-10-27-084,10/27/03,182,9th Avenue,Mn,CHE2,Removing façade,1,1
6275,04-10-27-085,10/27/03,85,Worth Street,Mn,TRIE,Tony's World awnings,1,0
6276,04-10-27-086,10/27/03,81,Worth Street,Mn,TRIE,Eastern Athletic banner,1,1
6277,04-10-27-087,10/27/03,872,Broadway,Mn,LM,Façade renovations; 4 Dec 03: cornice removal,1,1
6278,04-10-27-088,10/27/03,223,West Broadway,Mn,TRIE,"Reconfigured loading platform, lampposts installed",1,1
6279,04-10-27-089,10/27/03,169,West 87th Street,Mn,UWS,Fence,1,0
6280,04-10-27-090,10/27/03,317,West 76th Street,Mn,WEC,Box on roof,1,0
6281,04-10-27-091,10/27/03,174,St. James Place,Bn,CLIN,Paving,1,0
6282,04-10-27-092,10/27/03,211,Lafayette Avenue,Bn,CLIN,"Scaffolding, brick wall",1,0
6283,04-10-27-093,10/27/03,266,Clermont Avenue,Bn,FG,Door,1,1
6284,04-10-27-094,10/27/03,268,Clermont Avenue,Bn,FG,Door,1,1
6285,04-10-28-095,10/28/03,228,Hamilton Avenue,SI,SG,"Windows, vinyl siding",1,1
6286,04-10-28-096,10/28/03,830,Manhattan Avenue,Bn,GP,"Shopfront, roll-down gates",1,1
6287,04-10-28-097,10/28/03,8,Garden Place,Bn,BH,Repair at rear wall,1,0
6288,04-10-30-098,10/29/03,176,State Street,Bn,BH,Rear yard addition,1,1
6289,04-10-30-099,10/30/03,328,Convent Avenue,Mn,HH,Stoop work,1,1
6290,04-10-30-100,10/30/03,140,West 13th Street,Mn,GV,"Paint, fence, awning",1,1
6291,04-11-03-001,10/30/03,307,West Broadway,Mn,SOHO,Lighting,1,0
6292,04-11-03-002,10/31/03,78-27,37th Avenue,Qn,JH,"Removed shutters, façade painted; 19 May 04: UPS Box",1,1
6293,04-11-03-003,10/31/03,[37-02],82nd Street,Qn,JH,2 clocks removed,1,0
6294,04-11-03-004,11/1/03,123,Washington Place,Mn,GV,Unsafe building,1,0
6295,04-11-03-005,11/3/03,628,West End Avenue,Mn,RWE,Planning to demolish,1,1
6296,04-11-03-006,11/3/03,487,West 22nd Street,Mn,CHE2,Seed House signage,1,0
6297,04-11-05-007,11/4/03,193,Congress Street,Bn,COB,Fence,1,0
6298,04-11-05-008,11/4/03,52,Walker Street,Mn,TRIE,Windows,1,1
6299,04-11-05-009,11/5/03,45,East 63rd Street,Mn,UES,Façade work,1,0
6300,04-11-05-010,11/5/03,107,East 35th Street,Mn,MURH,"""For rent"" sign",1,0
6301,04-11-05-011,10/24/03,158,West 72nd Street,Mn,UWS,Shopfront,1,0
6302,04-11-06-012,11/6/03,173,West 88th Street,Mn,UWS,"Resurfacing, painting, ironwork",1,1
6303,04-11-07-013,11/7/03,74 - 76,Reade Street,Mn,TRIS,Cutting cast-iron columns to fit new diamond plates,1,0
6304,04-11-07-014,11/7/03,10,East 73rd Street,Mn,UES,Lighting,1,1
6305,04-11-07-015,11/7/03,236 or 238,Sterling Street,Bn,PLG,"Fence, gate, rails",1,0
6306,04-11-07-016,11/7/03,3 - 7,Wooster Street,Mn,SOHO,Preparing to build a new building,1,0
6307,04-11-10-017,11/10/03,35-56,79th Street,Qn,JH,Fence,1,1
6308,04-11-10-018,11/10/03,35-45,79th Street,Qn,JH,Fence,1,1
6309,04-11-10-019,11/10/03,35-33,83rd Street,Qn,JH,Fence; 11 Mar 04: Paving at rear yard; 8/5/04: fence around tree pit,1,0
6310,04-11-10-020,11/10/03,81-06,34th Avenue,Qn,JH,Fence,1,0
6311,04-11-12-021,11/11/03,2,Willow Place,Bn,BH,Fence on Joralemon Street,1,0
6312,04-11-12-022,11/12/03,31,Gramercy Park South,Mn,GPK,Shed at roof,1,1
6313,04-11-12-023,11/12/03,402,West 146th Street,Mn,HHSU,Painted at side of stoop by people at 404,1,0
6314,04-11-12-024,11/12/03,412,West 146th Street,Mn,HHSU,Painted stoop,1,1
6315,04-11-12-025,11/12/03,410,West 146th Street,Mn,HHSU,"Conduit, working on front entry doors & stoop",1,0
6316,04-11-12-026,11/12/03,255,West 43rd Street,Mn,IL?,Exterior work,1,0
6317,04-11-12-027,11/12/03,452,Greenwich Street,Mn,TRIW,"Pointing, painting, eliminating a lintel",1,1
6318,04-11-13-028,11/13/03,172,Waverly Place,Mn,GV,Windows,1,1
6319,04-11-13-029,11/13/03,129,Fifth Avenue,Mn,LM,"Conduit, bracket sign, planning more signage; 18 Nov 03: paint; 12 Dec 03: HVAC/electrical ducts",1,1
6320,04-11-17-030,11/6/03,1014 - 1018,Madison Avenue,Mn,MET,Sidewalk,1,0
6321,04-11-17-031,11/13/03,361,West 20th Street,Mn,CHEL,Satellite dish at chimney,1,1
6322,04-11-17-032,11/14/03,56,Pine Street,Mn,IL,"Flagpoles, signage",1,0
6323,04-11-17-033,11/14/03,56,Beaver Street,Mn,IL,Basement tenant signage,1,0
6324,04-11-17-034,11/13/03,93,Remsen Street,Bn,BH,"Fence removed, wood fence installed",1,0
6325,04-11-17-035,11/17/03,4521,Delafield Avenue,Bx,NOT DESIGNATED,Exterior work; 18 Dec 03: siding,1,0
6326,04-11-17-036,11/17/03,237,DeKalb Avenue,Bn,FG,Possible roll-gates in violation,1,1
6327,04-11-17-037,11/17/03,440,West 14th Street,Mn,GANS,Brackets for wall sign,1,1
6328,04-11-17-038,11/17/03,30,West 11th Street,Mn,GV,Masonry garbage can container,1,1
6329,04-11-17-039,11/17/03,15,King Street,Mn,CKV,Through-the-wall a/c,1,0
6330,04-11-18-040,10/29/03,129,Hudson Street,Mn,TRIW,Citibank illuminated sign,1,0
6331,04-11-18-041,11/14/03,12,West 11th Street,Mn,GV,Garrish notices,1,0
6332,04-11-18-042,11/18/03,123,Cambridge Place,Bn,CLIN,Windows,1,1
6333,04-11-18-043,11/19/03,164 - 168,Atlantic Avenue,Bn,COB,Flagpole,1,1
6334,04-11-21-044,11/20/03,165,West 4th Street,Mn,GV,Shopfront remodeling,1,1
6335,04-11-21-045,11/21/03,50,Gansevoort Street,Mn,GANS,"Alterations to canopy, reclad awning; 5 Apr 04: wooden façade covering bldg.",1,0
6336,04-11-21-046,11/24/03,53,Buckingham Road,Bn,NOT DESIGNATED,Demolishing,1,0
6337,04-11-21-047,11/24/03,910,Fifth Avenue,Mn,UES,Work; 1 Dec 03: renovations,1,1
6338,04-11-21-048,11/19/03,32,East 74th Street,Mn,UES,Stoop gate or gate,1,0
6339,04-11-21-049,11/19/03,33,East 74th Street,Mn,UES,Stoop gate or gate,1,0
6340,04-11-21-050,11/19/03,34,East 74th Street,Mn,UES,Stoop gate or gate,1,0
6341,04-11-21-051,11/19/03,36,East 74th Street,Mn,UES,Stoop gate or gate,1,0
6342,04-11-21-052,11/19/03,37,East 74th Street,Mn,UES,Stoop gate or gate,1,1
6343,04-11-21-053,11/19/03,41,East 74th Street,Mn,UES,Stoop gate or gate,1,0
6344,04-11-21-054,11/13/03,133,East 35th Street,Mn,MURH,Sign with yellow dry rail,1,0
6345,04-11-21-055,11/13/03,123,East 35th Street,Mn,MURH,Meter with yellow bollards,1,0
6346,04-11-21-056,11/13/03,105,East 35th Street,Mn,MURH,Meter with yellow bollards,1,0
6347,04-11-21-057,11/13/03,,East 35th Street,Mn,MURH,Sign with yellow dry rail,1,0
6348,04-11-21-058,11/13/03,120,East 36th Street,Mn,MURH,Meter with yellow bollards,1,0
6349,04-11-21-059,11/13/03,112,East 36th Street,Mn,MURH,Sign with yellow dry rail,1,0
6350,04-11-21-060,11/13/03,,East 36th Street,Mn,IL?,Meter with yellow bollards,1,0
6351,04-11-21-061,11/13/03,,East 36th Street,Mn,IL?,"Sign with yellow dry rail, 10 feet east of Park Avenue",1,0
6352,04-11-21-062,11/13/03,123,East 37th Street,Mn,MURH,Sign with yellow dry rail,1,0
6353,04-11-21-063,11/13/03,117,East 37th Street,Mn,MURH,Meter with yellow bollards,1,0
6354,04-11-21-064,11/13/03,113,East 37th Street,Mn,MURH,Sign with yellow dry rail,1,0
6355,04-11-21-065,11/13/03,103,East 37th Street,Mn,MURH,Meter with yellow bollards,1,0
6356,04-11-21-066,11/13/03,,East 37th Street,Mn,IL?,"Sign with yellow dry rail, 40 feet east of Park Avenue",1,0
6357,04-11-21-067,11/13/03,123 - 125,East 38th Street,Mn,MURH,Meter with yellow bollards,1,0
6358,04-11-21-068,11/13/03,105,East 38th Street,Mn,MURH,Meter with yellow bollards,1,0
6359,04-11-21-069,11/20/03,412,Amsterdam Avenue,Mn,UWS,Shopfront,1,1
6360,04-11-21-070,11/21/03,231,Lenox Avenue,Mn,MMP,"Shopfront, lighting & façade in noncompliance",1,1
6361,04-11-21-071,11/21/03,555,Columbus Avenue,Mn,UWS,Awning at corner shopfront,1,1
6362,04-11-21-072,11/24/03,10,East 76th Street,Mn,UES,"Structure, fence; 6 May 04: top floor metal work black paint peeling, possibly preparing to repaint",1,0
6363,04-11-28-073,11/25/03,225,West 12th Street,Mn,GV,Renovating apartments,1,0
6364,04-11-28-074,11/25/03,749,Greenwich Street,Mn,GV,"Door; 11 Dec 03: repointing West 11th Street ground floor, new metal flashing at roof cornice",1,1
6365,04-11-28-075,11/25/03,311,West 11th Street,Mn,GV,"Windows; 11 May 04: illegal work, expired scaffolding",1,0
6366,04-11-28-076,11/26/03,306,Bowery,Mn,NOHE,Possible work without an LPC permit,1,0
6367,04-11-28-077,11/28/03,26,Broadway,Mn,IL,"Antennas; 2/29/2008 Installation water fountains, television monitors and modern lighting fixtures.",1,0
6368,04-11-28-078,11/28/03,431,Broadway,Mn,SOHO,Areaway fence,1,0
6369,04-11-28-079,11/28/03,105,Mercer Street,Mn,SOHO,Areaway fence,1,1
6370,04-11-28-080,11/28/03,[1],West Houston Street,Mn,SOHO,Areaway fence,1,0
6371,04-11-28-081,11/28/03,83,West Houston Street,Mn,SOHO,Areaway fence,1,0
6372,04-11-28-082,11/28/03,89,Crosby Street,Mn,NOT DESIGNATED,Areaway fence,1,0
6373,04-11-28-083,11/28/03,143,Greene Street,Mn,SOHO,Areaway fence,1,0
6374,04-11-28-084,11/28/03,53,Wooster Street,Mn,SOHO,Areaway fence,1,0
6375,04-11-28-085,11/28/03,409,West Broadway,Mn,SOHO,Areaway fence,1,0
6376,04-11-28-086,11/28/03,135,Prince Street,Mn,SOHO,Areaway fence,1,0
6377,04-11-28-087,11/28/03,153,Wooster Street,Mn,SOHO,Areaway fence,1,0
6378,04-11-28-088,11/28/03,176,Mercer Street,Mn,SOHO,Areaway fence,1,0
6379,04-11-28-089,11/28/03,323,West Broadway,Mn,SOHO,Areaway fence,1,0
6380,04-11-28-090,11/28/03,35,Wooster Street,Mn,SOHO,Areaway fence,1,1
6381,04-12-05-001,5/20/03,930,Fifth Avenue,Mn,UES,A/C cut at window 208; 2nd report Tilt and turn windows at 15th floor,1,1
6382,04-12-05-002,12/3/03,583,Throop Avenue,Bn,SH,Sidewalk,1,0
6383,04-12-05-003,12/3/03,210,Fifth Avenue,Mn,MSN,Demolition & construction at 8th floor,1,0
6384,04-12-05-004,12/2/03,611,Hudson Street,Mn,GV,Paint,1,0
6385,04-12-05-005,12/2/03,13 - 15,Pike Street,Mn,IL,Signage,1,1
6386,04-12-05-006,12/2/03,7,Beverly Road,Qn,DOUG,"Cemented up window; 12 Dec 03: East side windows, east side façade work, outbuilding",1,1
6387,04-12-05-007,12/2/03,372,Beverly Road,Qn,DOUG,"Retaining walls, brick-faced house; 12 Dec 03: paving between sidewalk & building",1,1
6388,04-12-05-008,12/2/03,220,Warwick Avenue,Qn,DOUG,"Walkways, landscaping, painted doors, may do windows; 12 Dec 03: windows, driveway apron",1,1
6389,04-12-05-009,12/2/03,331,Grosvenor Street,Qn,DOUG,"Enclosed screen porch, railings, windows, painted brick, walkway; 12 Dec 03: door",1,1
6390,04-12-05-010,12/4/03,889,Union Street,Bn,PS,5th floor at rear added,1,0
6391,04-12-05-011,12/5/03,129,Prince Street,Mn,SOHO,Painted ground floor brick glossy red,1,0
6392,04-12-05-012,12/5/03,,Sheridan Square,Mn,GV,TV screen at subway entrance,1,0
6393,04-12-09-013,12/8/03,308,West 145th Street,Mn,NOT DESIGNATED,Stoop replacement,1,0
6394,04-12-09-014,12/9/03,17?,South Portland Avenue,Bn,FG,Window grilles,1,0
6395,04-12-09-015,12/9/03,19,South Portland Avenue,Bn,FG,Window grilles,1,1
6396,04-12-09-016,12/9/03,41,South Portland Avenue,Bn,FG,Window grilles,1,1
6397,04-12-09-017,12/9/03,408,West 145th Street,Mn,HHE,Stoop,1,1
6398,04-12-09-018,12/9/03,414,West 145th Street,Mn,HHE,"Rehabilitation work, including windows & door",1,0
6399,04-12-09-019,12/9/03,72,Hamilton Terrace,Mn,HH,"Building damaged by fire; 8/2/05: Bricks falling; oil leak, open",1,0
6400,04-12-09-020,12/9/03,728,St. Nicholas Avenue,Mn,HHSU,Scaffolding,1,1
6401,04-12-09-021,12/9/03,118,Franklin Street,Bn,GP,"Shopfront, windows",1,0
6402,04-12-09-022,12/9/03,106,Milton Street,Bn,GP,Possible rear yard addition,1,0
6403,04-12-09-023,12/6/03,154,Noble Street,Bn,GP,"""Greenpoint Healing Center"" sign, basement door",1,1
6404,04-12-11-024,12/10/03,351,Canal Street,Mn,SOHO,Antennas,1,1
6405,04-12-11-025,12/10/03,282,Washington Avenue,Bn,CLIN,"Satellite dishes, cable",1,0
6406,04-12-11-026,12/11/03,47,Chauncey Street,Bn,SH,Cornice & pilasters removed,1,1
6407,04-12-11-027,12/11/03,[699 - 703],Fifth Avenue,Mn,IL,Antennas at the St. Regis,1,0
6408,04-12-11-028,12/11/03,74,Franklin Street,Mn,TRIE,Shopfront being redone,1,0
6409,04-12-11-029,12/11/03,205,East 57th Street,Mn,NOT DESIGNATED,Defacing building,1,0
6410,04-12-11-030,12/11/03,46,West 95th Street,Mn,UWS,Raising parapet wallls,1,1
6411,04-12-11-031,12/11/03,307,Clinton Avenue,Bn,CLIN,Repointing,1,1
6412,04-12-11-032,12/8/03,175,Fifth Avenue,Mn,IL,"Filthly drapes on a broken rod, utlility ladder & garbage; 2nd report Windows, ac units",1,0
6413,04-12-12-033,12/12/03,69,7th Avenue South,Mn,GV,Façade painted pink,1,0
6414,04-12-12-034,12/12/03,481,Amsterdam Avenue,Mn,UWS,Roll-gates at corner shopfront,1,1
6415,04-12-12-035,12/12/03,31-07,Douglas Road,Qn,DOUG,Lights in front step risers,1,1
6416,04-12-12-036,12/12/03,233-43,Bay Street,Qn,DOUG,door,1,0
6417,04-12-12-037,12/12/03,38,Orange Street,Bn,BH,Through-the-wall air conditioner units,1,1
6418,04-12-15-038,12/15/03,31,Harrison Street,Mn,IL,Renovations,1,1
6419,04-12-15-039,12/15/03,22,East 93rd Street,Mn,CAR,Light fixture,1,1
6420,04-12-15-040,12/15/03,,West 88th Street,Mn,UWS,LED signs at subway entrance,1,0
6421,04-12-16-041,12/16/03,83-05,37th Avenue,Qn,JH,Work,1,0
6422,04-12-16-042,12/16/03,170,West 79th Street,Mn,UWS,Dryer vents at brick side wall; 26 Feb 04: light fixtures,1,0
6423,04-12-16-043,12/10/03,32,East 70th Street,Mn,UES,2 security cameras at 1st floor,1,1
6424,04-12-16-044,12/10/03,4,East 64th Street,Mn,UES,4 3rd floor white metal windows,1,1
6425,04-12-16-045,12/10/03,6,East 79th Street,Mn,MET,Interior muntins at top floor windows,1,1
6426,04-12-16-046,12/10/03,11,East 71st Street,Mn,UES,Metal railings above 4th floor,1,0
6427,04-12-16-047,12/10/03,115,East 67th Street,Mn,UES,Stone ornamentation ( 7th -  9th floors) painted white,1,0
6428,04-12-16-048,12/10/03,116,East 68th Street,Mn,UES,Stone ornamentation (8th - 10th floors)painted white,1,0
6429,04-12-16-049,12/10/03,12,East 67th Street,Mn,UES,Metal railing at roof line,1,0
6430,04-12-16-050,12/10/03,14,East 75th Street,Mn,UES,2 through-wall a/cs at 4th floor facing Madison Avenue replaced,1,0
6431,04-12-16-051,12/10/03,630,Park Avenue,Mn,UES,2 through-wall a/c cuts below 3rd floor East 66th Street windows,1,1
6432,04-12-16-052,12/16/03,106,Reade Street,Mn,TRIS,Blade sign,1,1
6433,04-12-16-053,12/12/03,303,West 11th Street,Mn,GV,"Painting stoop, entry door & building base gray",1,1
6434,04-12-18-054,12/18/03,2102,Boardwalk,Bn,IL,Stucco & possibly terra-cotta removal,1,0
6435,04-12-18-055,12/18/03,4543,Delafield Avenue,Bx,IL?,Gut job,1,0
6436,04-12-18-056,12/18/03,4541,Delafield Avenue,Bx,IL?,Extension,1,0
6437,04-12-19-057,12/19/03,300,Elizabeth Street,Mn,NOHE,Painted brick gray,1,0
6438,04-12-19-058,12/19/03,18,West 10th Street,Mn,GV,Very large baluster,1,0
6439,04-12-19-059,12/19/03,707,St. Nicholas Avenue,Mn,HHSU,"Chiselled away steps, constructing ramp",1,0
6440,04-12-24-060,12/24/03,201,West 79th Street,Mn,UWS,Doors in noncompliance,1,1
6441,04-12-26-061,12/26/03,19,East 21st Street,Mn,LM,"Neon, pinned signage",1,1
6442,04-12-29-062,12/28/03,111,West 13th Street,Mn,GV,Railings & balcony removed,1,0
6443,04-12-29-063,12/29/03,20,West 95th Street,Mn,UWS,Bunkers built,1,1
6444,04-12-29-064,12/29/03,5,East 67th Street,Mn,UES,3rd floor window removed,1,1
6445,04-12-29-065,12/17/03,47,Grove Street,Mn,GV,Antennas,1,1
6446,04-12-29-066,12/29/03,178 - 180,DeKalb Avenue,Bn,FG,Payphone,1,1
6447,04-12-29-067,12/29/03,879,Macy Place,Bx,LW,"Doors, windows, areaway, grilles, cornice color, façade paint",1,0
6448,04-12-29-068,12/29/03,427,West 147th Street,Mn,HHSU,Cornice painting,1,0
6449,04-12-30-069,12/30/03,302,Canal Street,Mn,TRIE,"Shopfront work; 14 Jan 04: removal of shopfront, roll-gates",1,1
6450,04-12-30-070,12/30/03,75,Christopher Street,Mn,GV,Shopfront removal,1,1
6451,04-01-02-001,12/30/03,73,Fifth Avenue,Mn,LM,Awnings,1,1
6452,04-01-02-002,12/31/03,16,Charles Street,Mn,GV,"Areaway paving; 16 Jan 04: stucco work at basement level, windows, intercom, key keeper boxes",1,1
6453,04-01-02-003,12/31/03,18,Charles Street,Mn,GV,"Windows, areaway paving",1,1
6454,04-01-02-004,12/31/03,228,Front Street,Mn,SSS,Work at shopfront,1,0
6455,04-01-02-005,12/31/03,83 - 85,Mercer Street,Mn,SOHO,Flagpole & banner,1,1
6456,04-01-02-006,1/1/04,161 - 165,West 12th Street,Mn,GV,Glass doors at basement,1,0
6457,04-01-02-007,1/2/04,66,Church Street,Mn,NOT DESIGNATED,Entry enclosure,1,0
6458,04-01-02-008,1/2/04,5,White Street,Mn,TRIE,"Light fixtures, security camera",1,1
6459,04-01-05-009,1/5/04,124,East 93rd Street,Mn,CARE,Shack at roof,1,0
6460,04-01-05-010,1/5/04,24,Strong Place,Bn,COB,Brownstone below windows,1,0
6461,04-01-05-011,1/5/04,957?,East 156th Street,Bx,LW,Roll-gate at side yard,1,1
6462,04-01-05-012,1/5/04,515?,Broadway,Mn,SOHO,H & M shopfront & signage noncompliance,1,1
6463,04-01-09-013,1/8/04,67,Gates Avenue,Bn,CLIN,"Lighting, house numbers",1,1
6464,04-01-09-014,1/8/04,35 - 37,Barrow Street,Mn,GV,Sign; 11/2/06: Façade work,1,0
6465,04-01-09-015,1/7/04,963,Lexington Avenue,Mn,UES,Converting an apartment into a gallery,1,0
6466,04-01-09-016,1/7/04,87,Franklin Street,Mn,TRIE,"Construction without a permit, air conditioner installation, interior work",1,1
6467,04-01-09-017,1/7/04,722,Broadway,Mn,NOHO,Sprint box sign,1,1
6468,04-01-09-018,1/9/04,331,West 87th Street,Mn,RWE,"2nd floor remodeling, footing for deck at rear",1,0
6469,04-01-16-019,1/12/04,,West 10th Street,Mn,GV,Verizon payphone,1,0
6470,04-01-16-020,1/12/04,[77],West 11th Street,Mn,GV,Verizon payphone,1,1
6471,04-01-16-021,1/13/04,872,Broadway,Mn,LM,Work,1,0
6472,04-01-16-022,1/13/04,34-16,88th Street,Qn,JH,Fence or wall,1,1
6473,04-01-16-023,1/13/04,34-18,88th Street,Qn,JH,Fence or wall,1,1
6474,04-01-16-024,1/13/04,37-48,83rd Street,Qn,JH,Fence or wall,1,1
6475,04-01-16-025,1/13/04,37-50,83rd Street,Qn,JH,Fence or wall,1,1
6476,04-01-16-026,1/13/04,37-52,83rd Street,Qn,JH,Fence or wall,1,1
6477,04-01-16-027,1/13/04,37-54,83rd Street,Qn,JH,Fence or wall,1,1
6478,04-01-16-028,1/13/04,37-56,83rd Street,Qn,JH,Fence or wall,1,1
6479,04-01-16-029,1/13/04,37-58,83rd Street,Qn,JH,Fence or wall,1,0
6480,04-01-16-030,1/13/04,37-60,83rd Street,Qn,JH,Fence or wall,1,0
6481,04-01-16-031,1/14/04,32,Laight Street,Mn,TRIN,Vents,1,1
6482,04-01-16-032,1/14/04,8,Westmoreland Place,Qn,DOUG,Planters,1,0
6483,04-01-16-033,1/14/04,253,West 4th Street,Mn,GV,Shed tile roof in noncompliance,1,1
6484,04-01-16-034,1/14/04,386,Bleecker Street,Mn,GV,Windows,1,1
6485,04-01-16-035,1/12/04,50,West 89th Street,Mn,UWS,"Work; 27 Feb 04: Cross change, window bars painted gold",1,0
6486,04-01-16-036,1/14/04,278,Henry Street,Bn,BH,Roof addition,1,0
6487,04-01-16-037,1/15/04,39,Greenwich Avenue,Mn,GV,Shopfront & awning,1,1
6488,04-01-16-038,1/15/04,4,Park Avenue,Mn,IL,Restaurant replacement,1,0
6489,04-01-16-039,1/16/04,133,West 87th Street,Mn,UWS,Areaway fence,1,1
6490,04-01-16-040,1/16/04,123,West 87th Street,Mn,UWS,Areaway fence,1,1
6491,04-01-28-041,1/17/04,170,Washington Park,Bn,FG,Painted,1,1
6492,04-01-28-042,1/20/04,90,Greene Street,Mn,SOHO,Sidewalk,1,0
6493,04-01-28-043,1/21/04,454,Broome Street,Mn,SOHO,"Flagpoles, signs",1,0
6494,04-01-28-044,1/16/04,33,East 20th Street,Mn,LM,Demolition/construction work,1,0
6495,04-01-28-045,1/21/04,103,West 72nd Street,Mn,UWS,Scaffolding,1,0
6496,04-01-28-046,1/22/04,470,Broome Street,Mn,SOHO,Satellite dish at cornice,1,0
6497,04-01-28-047,1/22/04,83-12,37th Avenue,Qn,JH,Awnings,1,1
